Page not found · GitHub Pages




404
File not found

        The site configured at this address does not
        contain the requested file.
      

        If this is your site,make sure that the filename case matches the URL
老故事,http://113.95.142.204:30001/rtp/239.77.1.197:5146
快乐垂钓,http://113.95.142.204:30001/rtp/239.77.0.145:5146
中国天气,http://113.95.142.204:30001/rtp/239.77.1.2:5146
广东综艺4K,http://113.95.142.204:30001/rtp/239.77.0.244:5146
广东综艺4K,http://113.95.142.204:30001/rtp/239.77.0.245:5146
广东综艺4K,http://113.95.142.204:30001/rtp/239.77.1.237:5146
南国都市4K,http://113.95.142.204:30001/rtp/239.253.43.99:5146
重庆汽摩,http://113.95.142.204:30001/rtp/239.77.0.209:5146
重庆汽摩,http://113.95.142.204:30001/rtp/239.77.1.205:5146
财富天下,http://113.95.142.204:30001/rtp/239.77.0.113:5146
睛彩竞技,http://113.95.142.204:30001/rtp/239.77.1.20:5146
睛彩广场舞,http://113.95.142.204:30001/rtp/239.77.1.23:5146
睛彩篮球,http://113.95.142.204:30001/rtp/239.77.1.21:5146
睛彩青少,http://113.95.142.204:30001/rtp/239.77.1.22:5146
广东珠江,http://113.95.142.204:30001/rtp/239.77.0.1:5146
广东珠江,http://113.95.142.204:30001/rtp/239.77.1.94:5146
广东珠江,http://113.95.142.204:30001/rtp/239.77.0.114:5146
广东新闻,http://113.95.142.204:30001/rtp/239.77.0.173:5146
广东影视,http://113.95.142.204:30001/rtp/239.77.0.217:5146
广东民生,http://113.95.142.204:30001/rtp/239.77.0.225:5146
广东少儿,http://113.95.142.204:30001/rtp/239.77.0.250:5146
广东现代教育,http://113.95.142.204:30001/rtp/239.77.0.213:5146
广东经济科教,http://113.95.142.204:30001/rtp/239.77.0.85:5146
广东经济科教,http://113.95.142.204:30001/rtp/239.77.0.167:5146
岭南戏曲,http://113.95.142.204:30001/rtp/239.77.0.122:5146
广东体育,http://113.95.142.204:30001/rtp/239.77.0.112:5146
广东体育,http://113.95.142.204:30001/rtp/239.77.0.168:5146
广东体育,http://113.95.142.204:30001/rtp/239.77.1.97:5146
广州综合,http://113.95.142.204:30001/rtp/239.253.43.71:5146
广州新闻,http://113.95.142.204:30001/rtp/239.253.43.72:5146
广州法治,http://113.95.142.204:30001/rtp/239.253.43.74:5146
深圳少儿,http://113.95.142.204:30001/rtp/239.77.1.244:5146
深圳电视剧,http://113.95.142.204:30001/rtp/239.77.1.125:5146
深圳电视剧,http://113.95.142.204:30001/rtp/239.77.1.177:5146
深圳财经,http://113.95.142.204:30001/rtp/239.77.1.242:5146
深圳龙岗,http://113.95.142.204:30001/rtp/239.77.1.223:5146
深圳宝安,http://113.95.142.204:30001/rtp/239.77.1.67:5146
深圳体育健康,http://113.95.142.204:30001/rtp/239.77.1.128:5146
深圳体育健康,http://113.95.142.204:30001/rtp/239.77.1.140:5146
深圳宜和购物,http://113.95.142.204:30001/rtp/239.77.1.87:5146
东莞综合,http://113.95.142.204:30001/rtp/239.253.43.104:5146
东莞生活资讯,http://113.95.142.204:30001/rtp/239.253.43.105:5146
佛山综合,http://113.95.142.204:30001/rtp/239.253.43.57:5146
佛山南海,http://113.95.142.204:30001/rtp/239.253.43.54:5146
佛山城市生活,http://113.95.142.204:30001/rtp/239.253.43.53:5146
佛山顺德,http://113.95.142.204:30001/rtp/239.253.43.55:5146
江门综合,http://113.95.142.204:30001/rtp/239.77.0.201:5146
南方购物,http://113.95.142.204:30001/rtp/239.77.0.19:5146
南方购物,http://113.95.142.204:30001/rtp/239.77.0.22:5146
汕头综合,http://113.95.142.204:30001/rtp/239.77.1.130:5146
汕头综合,http://113.95.142.204:30001/rtp/239.253.43.45:5146
汕头经济生活,http://113.95.142.204:30001/rtp/239.77.1.131:5146
汕头经济生活,http://113.95.142.204:30001/rtp/239.253.43.46:5146
汕尾新闻综合,http://113.95.142.204:30001/rtp/239.77.0.25:5146
汕尾文化生活,http://113.95.142.204:30001/rtp/239.77.0.187:5146
揭阳综合,http://113.95.142.204:30001/rtp/239.77.0.229:5146
揭阳生活,http://113.95.142.204:30001/rtp/239.77.0.251:5146
潮州综合,http://113.95.142.204:30001/rtp/239.253.43.70:5146
潮州民生,http://113.95.142.204:30001/rtp/239.253.43.75:5146
河源综合,http://113.95.142.204:30001/rtp/239.253.43.213:5146
河源生活,http://113.95.142.204:30001/rtp/239.253.43.214:5146
惠州1,http://113.95.142.204:30001/rtp/239.77.1.232:5146
惠州2,http://113.95.142.204:30001/rtp/239.77.1.233:5146
梅州综合,http://113.95.142.204:30001/rtp/239.253.43.123:5146
梅州客家生活,http://113.95.142.204:30001/rtp/239.253.43.124:5146
中山综合,http://113.95.142.204:30001/rtp/239.253.43.62:5146
中山综合,http://113.95.142.204:30001/rtp/239.77.0.185:5146
中山香山文化,http://113.95.142.204:30001/rtp/239.253.43.63:5146
云浮综合,http://113.95.142.204:30001/rtp/239.77.0.253:5146
云浮文旅,http://113.95.142.204:30001/rtp/239.77.0.254:5146
清远综合,http://113.95.142.204:30001/rtp/239.253.43.33:5146
湛江公共,http://113.95.142.204:30001/rtp/239.77.0.140:5146
肇庆生活服务,http://113.95.142.204:30001/rtp/239.253.43.2:5146
肇庆综合,http://113.95.142.204:30001/rtp/239.253.43.1:5146
珠海1,http://113.95.142.204:30001/rtp/239.77.0.155:5146
茂名综合,http://113.95.142.204:30001/rtp/239.77.0.206:5146
茂名文化生活,http://113.95.142.204:30001/rtp/239.77.0.207:5146
韶关综合,http://113.95.142.204:30001/rtp/239.77.0.117:5146
广东九画面,http://113.95.142.204:30001/rtp/239.77.1.234:5146
IPTV少儿动画,http://113.95.142.204:30001/rtp/239.77.1.91:5146
IPTV热播剧场,http://113.95.142.204:30001/rtp/239.77.1.90:5146
IPTV经典电影,http://113.95.142.204:30001/rtp/239.77.1.89:5146
IPTV魅力时尚,http://113.95.142.204:30001/rtp/239.77.1.88:5146
华数少儿动画,http://113.95.142.204:30001/rtp/239.77.0.109:5146
华数热播剧场,http://113.95.142.204:30001/rtp/239.77.0.106:5146
华数爱大剧1,http://113.95.142.204:30001/rtp/239.77.0.105:5146
华数爱大剧2,http://113.95.142.204:30001/rtp/239.77.0.110:5146
华数爱电影,http://113.95.142.204:30001/rtp/239.77.0.103:5146
华数爱电影,http://113.95.142.204:30001/rtp/239.77.1.138:5146
华数电视剧,http://113.95.142.204:30001/rtp/239.77.1.82:5146
华数谍战剧场,http://113.95.142.204:30001/rtp/239.77.1.83:5146
爱体育,http://113.95.142.204:30001/rtp/239.77.1.116:5146
爱体育,http://113.95.142.204:30001/rtp/239.77.0.108:5146
求索记录,http://113.95.142.204:30001/rtp/239.77.0.21:5146
IPTV谍战剧场,http://113.95.142.204:30001/rtp/239.77.0.99:5146
IPTV相声小品,http://113.95.142.204:30001/rtp/239.77.1.84:5146
IPTV野外,http://113.95.142.204:30001/rtp/239.77.1.85:5146
IPTV野外,http://113.95.142.204:30001/rtp/239.77.0.101:5146
IPTV法治,http://113.95.142.204:30001/rtp/239.77.1.86:5146
经典电影,http://113.95.142.204:30001/rtp/239.77.0.104:5146
IPTV宣传,http://113.95.142.204:30001/rtp/239.77.1.183:5146
IPTV宣传,http://113.95.142.204:30001/rtp/239.77.1.184:5146
IPTV推荐1,http://113.95.142.204:30001/rtp/239.77.0.81:5146
IPTV推荐2,http://113.95.142.204:30001/rtp/239.77.0.174:5146
IPTV推荐3,http://113.95.142.204:30001/rtp/239.77.0.186:5146
IPTV推荐4,http://113.95.142.204:30001/rtp/239.77.0.190:5146
IPTV推荐5,http://113.95.142.204:30001/rtp/239.77.0.191:5146
IPTV推荐6,http://113.95.142.204:30001/rtp/239.77.0.193:5146
IPTV推荐7,http://113.95.142.204:30001/rtp/239.77.0.240:5146
IPTV推荐8,http://113.95.142.204:30001/rtp/239.77.0.241:5146
山东教育,http://113.95.142.204:30001/rtp/239.77.0.83:5146
广东IPTV广告,http://113.95.142.204:30001/rtp/239.253.43.115:5146
广东IPTV广告,http://113.95.142.204:30001/rtp/239.253.43.116:5146
广东IPTV广告,http://113.95.142.204:30001/rtp/239.253.43.117:5146
广东IPTV广告,http://113.95.142.204:30001/rtp/239.253.43.118:5146
广东IPTV广告,http://113.95.142.204:30001/rtp/239.253.43.119:5146
广东移动,http://113.95.142.204:30001/rtp/239.77.0.20:5146
深圳移动,http://113.95.142.204:30001/rtp/239.77.1.175:5146
湛江新闻,http://113.95.142.204:30001/rtp/239.77.0.141:5146
阳江-1,http://113.95.142.204:30001/rtp/239.253.43.82:5146
阳江-2,http://113.95.142.204:30001/rtp/239.253.43.83:5146
CETV早期教育HD,http://171.127.248.124:8085/rtp/226.0.2.99:8704
CHC影迷电影HD,http://171.127.248.124:8085/rtp/226.0.2.93:8004
CHC家庭影院HD,http://171.127.248.124:8085/rtp/226.0.2.240:9820
CHC动作电影HD,http://171.127.248.124:8085/rtp/226.0.2.94:8012
山西文体生活HD,http://171.127.248.124:8085/rtp/226.0.2.16:8040
山西文体生活HD,http://171.127.248.124:8085/rtp/226.0.2.237:9808
山西社会与法治HD,http://171.127.248.124:8085/rtp/226.0.2.238:9816
山西经济与科技HD,http://171.127.248.124:8085/rtp/226.0.2.236:9800
山西黄河HD,http://171.127.248.124:8085/rtp/226.0.2.235:9792
清徐HD,http://171.127.248.124:8085/rtp/226.0.2.191:9440
第一剧场HD,http://171.127.248.124:8085/rtp/226.0.2.221:9680
风云剧场HD,http://171.127.248.124:8085/rtp/226.0.2.227:9728
风云足球HD,http://171.127.248.124:8085/rtp/226.0.2.225:9712
世界地理HD,http://171.127.248.124:8085/rtp/226.0.2.222:9688
电视指南HD,http://171.127.248.124:8085/rtp/226.0.2.218:9656
怀旧剧场HD,http://171.127.248.124:8085/rtp/226.0.2.224:9704
兵器科技HD,http://171.127.248.124:8085/rtp/226.0.2.223:9696
女性时尚HD,http://171.127.248.124:8085/rtp/226.0.2.226:9720
高尔夫网球HD,http://171.127.248.124:8085/rtp/226.0.2.217:9648
梨园频道HD,http://171.127.248.124:8085/rtp/226.0.2.115:8832
法治天地HD,http://171.127.248.124:8085/rtp/226.0.2.83:8576
游戏风云HD,http://171.127.248.124:8085/rtp/226.0.2.78:8536
茶频道HD,http://171.127.248.124:8085/rtp/226.0.2.213:9616
武术世界HD,http://171.127.248.124:8085/rtp/226.0.2.97:8688
金鹰纪实HD,http://171.127.248.124:8085/rtp/226.0.2.194:9464
文物宝库HD,http://171.127.248.124:8085/rtp/226.0.2.110:8792
快乐垂钓HD,http://171.127.248.124:8085/rtp/226.0.2.214:9624
生活时尚HD,http://171.127.248.124:8085/rtp/226.0.2.84:8584
中国天气HD,http://171.127.248.124:8085/rtp/226.0.2.103:8736
乐游HD,http://171.127.248.124:8085/rtp/226.0.2.77:8528
动漫秀场HD,http://171.127.248.124:8085/rtp/226.0.2.183:9376
哈哈炫动HD,http://171.127.248.124:8085/rtp/226.0.2.44:8264
北京纪实科教HD,http://171.127.248.124:8085/rtp/226.0.2.141:9040
东方财经HD,http://171.127.248.124:8085/rtp/226.0.2.76:8520
都市剧场HD,http://171.127.248.124:8085/rtp/226.0.2.81:8560
九屏测试HD,http://171.127.248.124:8085/rtp/226.0.2.197:9488
四海钓鱼HD,http://171.127.248.124:8085/rtp/226.0.2.123:8896
大同教育HD,http://171.127.248.124:8085/rtp/226.0.2.232:9772
金色学堂HD,http://171.127.248.124:8085/rtp/226.0.2.182:9368
CETV2SD,http://171.127.248.124:8085/rtp/226.0.2.69:8464
CETV4SD,http://171.127.248.124:8085/rtp/226.0.2.70:8472
山西影视SD,http://171.127.248.124:8085/rtp/226.0.2.14:8024
山西文体生活SD,http://171.127.248.124:8085/rtp/226.0.2.190:9432
山西社会与法治SD,http://171.127.248.124:8085/rtp/226.0.2.15:8032
山西黄河SD,http://171.127.248.124:8085/rtp/226.0.2.12:8008
太原1SD,http://171.127.248.124:8085/rtp/226.0.2.201:9520
太原2SD,http://171.127.248.124:8085/rtp/226.0.2.202:9528
太原3SD,http://171.127.248.124:8085/rtp/226.0.2.203:9536
太原4SD,http://171.127.248.124:8085/rtp/226.0.2.204:9544
太原5SD,http://171.127.248.124:8085/rtp/226.0.2.205:9552
太原佰乐购SD,http://171.127.248.124:8085/rtp/226.0.2.215:9632
太原教育SD,http://171.127.248.124:8085/rtp/226.0.2.206:9560
古交电视台SD,http://171.127.248.124:8085/rtp/226.0.2.192:9448
晋能控股SD,http://171.127.248.124:8085/rtp/226.0.2.229:9744
朔州-1SD,http://171.127.248.124:8085/rtp/226.0.2.185:9392
朔州-2SD,http://171.127.248.124:8085/rtp/226.0.2.186:9400
经济与科技SD,http://171.127.248.124:8085/rtp/226.0.2.13:8016
阳曲SD,http://171.127.248.124:8085/rtp/226.0.2.196:9480
阳泉科教SD,http://171.127.248.124:8085/rtp/226.0.2.234:9784
阳泉综合SD,http://171.127.248.124:8085/rtp/226.0.2.233:9776
中视购物SD,http://171.127.248.124:8085/rtp/226.0.2.72:8488
书法频道SD,http://171.127.248.124:8085/rtp/226.0.2.102:8728
环球奇观SD,http://171.127.248.124:8085/rtp/226.0.2.111:8800
国学频道SD,http://171.127.248.124:8085/rtp/226.0.2.116:8840
环球旅游SD,http://171.127.248.124:8085/rtp/226.0.2.127:8928
生态环境SD,http://171.127.248.124:8085/rtp/226.0.2.120:8872
新动漫SD,http://171.127.248.124:8085/rtp/226.0.2.73:8496
优优宝贝SD,http://171.127.248.124:8085/rtp/226.0.2.119:8864
先锋乒羽SD,http://171.127.248.124:8085/rtp/226.0.2.121:8880
金鹰卡通SD,http://171.127.248.124:8085/rtp/226.0.2.41:8240
重庆汽摩SD,http://171.127.248.124:8085/rtp/226.0.2.95:8672
央广购物SD,http://171.127.248.124:8085/rtp/226.0.2.230:9752
优购物SD,http://171.127.248.124:8085/rtp/226.0.2.131:8960
聚鲨环球精选SD,http://171.127.248.124:8085/rtp/226.0.2.122:8888
CEV1SD,http://171.127.248.124:8085/rtp/226.0.2.68:8456
中华特产SD,http://171.127.248.124:8085/rtp/226.0.2.128:8936
收藏天下SD,http://171.127.248.124:8085/rtp/226.0.2.132:8968
老故事SD,http://171.127.248.124:8085/rtp/226.0.2.112:8808
CETV早期教育HD,http://183.188.159.39:6000/rtp/226.0.2.99:8704
CHC影迷电影HD,http://183.188.159.39:6000/rtp/226.0.2.93:8004
CHC家庭影院HD,http://183.188.159.39:6000/rtp/226.0.2.240:9820
CHC动作电影HD,http://183.188.159.39:6000/rtp/226.0.2.94:8012
山西文体生活HD,http://183.188.159.39:6000/rtp/226.0.2.16:8040
山西文体生活HD,http://183.188.159.39:6000/rtp/226.0.2.237:9808
山西社会与法治HD,http://183.188.159.39:6000/rtp/226.0.2.238:9816
山西经济与科技HD,http://183.188.159.39:6000/rtp/226.0.2.236:9800
山西黄河HD,http://183.188.159.39:6000/rtp/226.0.2.235:9792
清徐HD,http://183.188.159.39:6000/rtp/226.0.2.191:9440
第一剧场HD,http://183.188.159.39:6000/rtp/226.0.2.221:9680
风云剧场HD,http://183.188.159.39:6000/rtp/226.0.2.227:9728
风云足球HD,http://183.188.159.39:6000/rtp/226.0.2.225:9712
世界地理HD,http://183.188.159.39:6000/rtp/226.0.2.222:9688
电视指南HD,http://183.188.159.39:6000/rtp/226.0.2.218:9656
怀旧剧场HD,http://183.188.159.39:6000/rtp/226.0.2.224:9704
兵器科技HD,http://183.188.159.39:6000/rtp/226.0.2.223:9696
女性时尚HD,http://183.188.159.39:6000/rtp/226.0.2.226:9720
高尔夫网球HD,http://183.188.159.39:6000/rtp/226.0.2.217:9648
梨园频道HD,http://183.188.159.39:6000/rtp/226.0.2.115:8832
法治天地HD,http://183.188.159.39:6000/rtp/226.0.2.83:8576
游戏风云HD,http://183.188.159.39:6000/rtp/226.0.2.78:8536
茶频道HD,http://183.188.159.39:6000/rtp/226.0.2.213:9616
武术世界HD,http://183.188.159.39:6000/rtp/226.0.2.97:8688
金鹰纪实HD,http://183.188.159.39:6000/rtp/226.0.2.194:9464
文物宝库HD,http://183.188.159.39:6000/rtp/226.0.2.110:8792
快乐垂钓HD,http://183.188.159.39:6000/rtp/226.0.2.214:9624
生活时尚HD,http://183.188.159.39:6000/rtp/226.0.2.84:8584
中国天气HD,http://183.188.159.39:6000/rtp/226.0.2.103:8736
乐游HD,http://183.188.159.39:6000/rtp/226.0.2.77:8528
动漫秀场HD,http://183.188.159.39:6000/rtp/226.0.2.183:9376
哈哈炫动HD,http://183.188.159.39:6000/rtp/226.0.2.44:8264
北京纪实科教HD,http://183.188.159.39:6000/rtp/226.0.2.141:9040
东方财经HD,http://183.188.159.39:6000/rtp/226.0.2.76:8520
都市剧场HD,http://183.188.159.39:6000/rtp/226.0.2.81:8560
九屏测试HD,http://183.188.159.39:6000/rtp/226.0.2.197:9488
四海钓鱼HD,http://183.188.159.39:6000/rtp/226.0.2.123:8896
大同教育HD,http://183.188.159.39:6000/rtp/226.0.2.232:9772
金色学堂HD,http://183.188.159.39:6000/rtp/226.0.2.182:9368
CETV2SD,http://183.188.159.39:6000/rtp/226.0.2.69:8464
CETV4SD,http://183.188.159.39:6000/rtp/226.0.2.70:8472
山西影视SD,http://183.188.159.39:6000/rtp/226.0.2.14:8024
山西文体生活SD,http://183.188.159.39:6000/rtp/226.0.2.190:9432
山西社会与法治SD,http://183.188.159.39:6000/rtp/226.0.2.15:8032
山西黄河SD,http://183.188.159.39:6000/rtp/226.0.2.12:8008
太原1SD,http://183.188.159.39:6000/rtp/226.0.2.201:9520
太原2SD,http://183.188.159.39:6000/rtp/226.0.2.202:9528
太原3SD,http://183.188.159.39:6000/rtp/226.0.2.203:9536
太原4SD,http://183.188.159.39:6000/rtp/226.0.2.204:9544
太原5SD,http://183.188.159.39:6000/rtp/226.0.2.205:9552
太原佰乐购SD,http://183.188.159.39:6000/rtp/226.0.2.215:9632
太原教育SD,http://183.188.159.39:6000/rtp/226.0.2.206:9560
古交电视台SD,http://183.188.159.39:6000/rtp/226.0.2.192:9448
晋能控股SD,http://183.188.159.39:6000/rtp/226.0.2.229:9744
朔州-1SD,http://183.188.159.39:6000/rtp/226.0.2.185:9392
朔州-2SD,http://183.188.159.39:6000/rtp/226.0.2.186:9400
经济与科技SD,http://183.188.159.39:6000/rtp/226.0.2.13:8016
阳曲SD,http://183.188.159.39:6000/rtp/226.0.2.196:9480
阳泉科教SD,http://183.188.159.39:6000/rtp/226.0.2.234:9784
阳泉综合SD,http://183.188.159.39:6000/rtp/226.0.2.233:9776
中视购物SD,http://183.188.159.39:6000/rtp/226.0.2.72:8488
书法频道SD,http://183.188.159.39:6000/rtp/226.0.2.102:8728
环球奇观SD,http://183.188.159.39:6000/rtp/226.0.2.111:8800
国学频道SD,http://183.188.159.39:6000/rtp/226.0.2.116:8840
环球旅游SD,http://183.188.159.39:6000/rtp/226.0.2.127:8928
生态环境SD,http://183.188.159.39:6000/rtp/226.0.2.120:8872
新动漫SD,http://183.188.159.39:6000/rtp/226.0.2.73:8496
优优宝贝SD,http://183.188.159.39:6000/rtp/226.0.2.119:8864
先锋乒羽SD,http://183.188.159.39:6000/rtp/226.0.2.121:8880
金鹰卡通SD,http://183.188.159.39:6000/rtp/226.0.2.41:8240
重庆汽摩SD,http://183.188.159.39:6000/rtp/226.0.2.95:8672
央广购物SD,http://183.188.159.39:6000/rtp/226.0.2.230:9752
优购物SD,http://183.188.159.39:6000/rtp/226.0.2.131:8960
聚鲨环球精选SD,http://183.188.159.39:6000/rtp/226.0.2.122:8888
CEV1SD,http://183.188.159.39:6000/rtp/226.0.2.68:8456
中华特产SD,http://183.188.159.39:6000/rtp/226.0.2.128:8936
收藏天下SD,http://183.188.159.39:6000/rtp/226.0.2.132:8968
老故事SD,http://183.188.159.39:6000/rtp/226.0.2.112:8808
CETV早期教育HD,http://183.188.159.39:6001/rtp/226.0.2.99:8704
CHC影迷电影HD,http://183.188.159.39:6001/rtp/226.0.2.93:8004
CHC家庭影院HD,http://183.188.159.39:6001/rtp/226.0.2.240:9820
CHC动作电影HD,http://183.188.159.39:6001/rtp/226.0.2.94:8012
山西文体生活HD,http://183.188.159.39:6001/rtp/226.0.2.16:8040
山西文体生活HD,http://183.188.159.39:6001/rtp/226.0.2.237:9808
山西社会与法治HD,http://183.188.159.39:6001/rtp/226.0.2.238:9816
山西经济与科技HD,http://183.188.159.39:6001/rtp/226.0.2.236:9800
山西黄河HD,http://183.188.159.39:6001/rtp/226.0.2.235:9792
清徐HD,http://183.188.159.39:6001/rtp/226.0.2.191:9440
第一剧场HD,http://183.188.159.39:6001/rtp/226.0.2.221:9680
风云剧场HD,http://183.188.159.39:6001/rtp/226.0.2.227:9728
风云足球HD,http://183.188.159.39:6001/rtp/226.0.2.225:9712
世界地理HD,http://183.188.159.39:6001/rtp/226.0.2.222:9688
电视指南HD,http://183.188.159.39:6001/rtp/226.0.2.218:9656
怀旧剧场HD,http://183.188.159.39:6001/rtp/226.0.2.224:9704
兵器科技HD,http://183.188.159.39:6001/rtp/226.0.2.223:9696
女性时尚HD,http://183.188.159.39:6001/rtp/226.0.2.226:9720
高尔夫网球HD,http://183.188.159.39:6001/rtp/226.0.2.217:9648
梨园频道HD,http://183.188.159.39:6001/rtp/226.0.2.115:8832
法治天地HD,http://183.188.159.39:6001/rtp/226.0.2.83:8576
游戏风云HD,http://183.188.159.39:6001/rtp/226.0.2.78:8536
茶频道HD,http://183.188.159.39:6001/rtp/226.0.2.213:9616
武术世界HD,http://183.188.159.39:6001/rtp/226.0.2.97:8688
金鹰纪实HD,http://183.188.159.39:6001/rtp/226.0.2.194:9464
文物宝库HD,http://183.188.159.39:6001/rtp/226.0.2.110:8792
快乐垂钓HD,http://183.188.159.39:6001/rtp/226.0.2.214:9624
生活时尚HD,http://183.188.159.39:6001/rtp/226.0.2.84:8584
中国天气HD,http://183.188.159.39:6001/rtp/226.0.2.103:8736
乐游HD,http://183.188.159.39:6001/rtp/226.0.2.77:8528
动漫秀场HD,http://183.188.159.39:6001/rtp/226.0.2.183:9376
哈哈炫动HD,http://183.188.159.39:6001/rtp/226.0.2.44:8264
北京纪实科教HD,http://183.188.159.39:6001/rtp/226.0.2.141:9040
东方财经HD,http://183.188.159.39:6001/rtp/226.0.2.76:8520
都市剧场HD,http://183.188.159.39:6001/rtp/226.0.2.81:8560
九屏测试HD,http://183.188.159.39:6001/rtp/226.0.2.197:9488
四海钓鱼HD,http://183.188.159.39:6001/rtp/226.0.2.123:8896
大同教育HD,http://183.188.159.39:6001/rtp/226.0.2.232:9772
金色学堂HD,http://183.188.159.39:6001/rtp/226.0.2.182:9368
CETV2SD,http://183.188.159.39:6001/rtp/226.0.2.69:8464
CETV4SD,http://183.188.159.39:6001/rtp/226.0.2.70:8472
山西影视SD,http://183.188.159.39:6001/rtp/226.0.2.14:8024
山西文体生活SD,http://183.188.159.39:6001/rtp/226.0.2.190:9432
山西社会与法治SD,http://183.188.159.39:6001/rtp/226.0.2.15:8032
山西黄河SD,http://183.188.159.39:6001/rtp/226.0.2.12:8008
太原1SD,http://183.188.159.39:6001/rtp/226.0.2.201:9520
太原2SD,http://183.188.159.39:6001/rtp/226.0.2.202:9528
太原3SD,http://183.188.159.39:6001/rtp/226.0.2.203:9536
太原4SD,http://183.188.159.39:6001/rtp/226.0.2.204:9544
太原5SD,http://183.188.159.39:6001/rtp/226.0.2.205:9552
太原佰乐购SD,http://183.188.159.39:6001/rtp/226.0.2.215:9632
太原教育SD,http://183.188.159.39:6001/rtp/226.0.2.206:9560
古交电视台SD,http://183.188.159.39:6001/rtp/226.0.2.192:9448
晋能控股SD,http://183.188.159.39:6001/rtp/226.0.2.229:9744
朔州-1SD,http://183.188.159.39:6001/rtp/226.0.2.185:9392
朔州-2SD,http://183.188.159.39:6001/rtp/226.0.2.186:9400
经济与科技SD,http://183.188.159.39:6001/rtp/226.0.2.13:8016
阳曲SD,http://183.188.159.39:6001/rtp/226.0.2.196:9480
阳泉科教SD,http://183.188.159.39:6001/rtp/226.0.2.234:9784
阳泉综合SD,http://183.188.159.39:6001/rtp/226.0.2.233:9776
中视购物SD,http://183.188.159.39:6001/rtp/226.0.2.72:8488
书法频道SD,http://183.188.159.39:6001/rtp/226.0.2.102:8728
环球奇观SD,http://183.188.159.39:6001/rtp/226.0.2.111:8800
国学频道SD,http://183.188.159.39:6001/rtp/226.0.2.116:8840
环球旅游SD,http://183.188.159.39:6001/rtp/226.0.2.127:8928
生态环境SD,http://183.188.159.39:6001/rtp/226.0.2.120:8872
新动漫SD,http://183.188.159.39:6001/rtp/226.0.2.73:8496
优优宝贝SD,http://183.188.159.39:6001/rtp/226.0.2.119:8864
先锋乒羽SD,http://183.188.159.39:6001/rtp/226.0.2.121:8880
金鹰卡通SD,http://183.188.159.39:6001/rtp/226.0.2.41:8240
重庆汽摩SD,http://183.188.159.39:6001/rtp/226.0.2.95:8672
央广购物SD,http://183.188.159.39:6001/rtp/226.0.2.230:9752
优购物SD,http://183.188.159.39:6001/rtp/226.0.2.131:8960
聚鲨环球精选SD,http://183.188.159.39:6001/rtp/226.0.2.122:8888
CEV1SD,http://183.188.159.39:6001/rtp/226.0.2.68:8456
中华特产SD,http://183.188.159.39:6001/rtp/226.0.2.128:8936
收藏天下SD,http://183.188.159.39:6001/rtp/226.0.2.132:8968
老故事SD,http://183.188.159.39:6001/rtp/226.0.2.112:8808
爱上4K(轮播频道),http://27.13.103.33:8899/rtp/225.0.4.226:7980
CHC影迷电影HD,http://27.13.103.33:8899/rtp/225.0.4.230:7980
CHC家庭影院HD,http://27.13.103.33:8899/rtp/225.0.4.228:7980
CHC动作电影HD,http://27.13.103.33:8899/rtp/225.0.4.229:7980
中学生HD,http://27.13.103.33:8899/rtp/225.0.4.184:7980
法治天地HD,http://27.13.103.33:8899/rtp/225.0.4.240:7980
游戏风云HD,http://27.13.103.33:8899/rtp/225.0.4.237:7980
快乐垂钓HD,http://27.13.103.33:8899/rtp/225.0.4.213:7980
生活时尚HD,http://27.13.103.33:8899/rtp/225.0.4.241:7980
中国交通HD,http://27.13.103.33:8899/rtp/225.0.4.125:7980
优优宝贝HD,http://27.13.103.33:8899/rtp/225.0.4.126:7980
动漫秀场HD,http://27.13.103.33:8899/rtp/225.0.4.236:7980
都市剧场HD,http://27.13.103.33:8899/rtp/225.0.4.235:7980
欢笑剧场HD,http://27.13.103.33:8899/rtp/225.0.4.234:7980
重庆新闻HD,http://27.13.103.33:8899/rtp/225.0.4.188:7980
重庆影视剧HD,http://27.13.103.33:8899/rtp/225.0.4.192:7980
重庆新农村HD,http://27.13.103.33:8899/rtp/225.0.4.189:7980
重庆少儿HD,http://27.13.103.33:8899/rtp/225.0.4.191:7980
重庆社会与法HD,http://27.13.103.33:8899/rtp/225.0.4.190:7980
重庆红叶HD,http://27.13.103.33:8899/rtp/225.0.4.193:7980
重庆红岩文化HD,http://27.13.103.33:8899/rtp/225.0.4.196:7980
重庆汽摩HD,http://27.13.103.33:8899/rtp/225.0.4.195:7980
重庆移动HD,http://27.13.103.33:8899/rtp/225.0.4.215:7980
求索记录HD,http://27.13.103.33:8899/rtp/225.0.4.232:7980
精彩影视HD,http://27.13.103.33:8899/rtp/225.0.4.231:7980
IPTV8+(轮播频道)HD,http://27.13.103.33:8899/rtp/225.0.4.54:7980
IPTV相声小品(轮播频道)HD,http://27.13.103.33:8899/rtp/225.0.4.56:7980
IPTV野外(轮播频道)HD,http://27.13.103.33:8899/rtp/225.0.4.57:7980
光影(轮播频道)HD,http://27.13.103.33:8899/rtp/225.0.4.162:7980
军事(轮播频道)HD,http://27.13.103.33:8899/rtp/225.0.4.154:7980
军旅剧场(轮播频道)HD,http://27.13.103.33:8899/rtp/225.0.4.146:7980
动作影院(轮播频道)HD,http://27.13.103.33:8899/rtp/225.0.4.170:7980
